SAUID	IndicatorID	Unit	IndType	Bad	ModGood	High	ModGood2	Bad2	Obs	StdErr	ConfA	ConfT	ConfS	ConfM	BP	PM	GH	PM2	BP2	GH2	Err	OK	Sign	EQR	pGES	Conf	OOAO	ECID	EC	Weight	WeightConf
215	219	m	1	0	5	10			6.21		0.5	0	0.5	1	1.66666666666667	3.33333333333333	7.5					1	1	0.6968		0.5	1	95	Macrophytes - Infralittoral coarse sediment	3.62821421587798e-05	3.62821421587798e-05
216	219	m	1	0	5	10			9.38		0.5	1	0.5	1	1.66666666666667	3.33333333333333	7.5					1	1	0.9504		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.420768027436e-05	2.420768027436e-05
217	219	m	1	0	7.5	15			7.6		0.5	1	0.5	1	2.5	5	11.25					1	1	0.605333333333333		0.75	1	95	Macrophytes - Infralittoral coarse sediment	8.0300557544398e-06	8.0300557544398e-06
218	219	m	1	0	7.5	15			8		0.5	1	0.5	1	2.5	5	11.25					1	1	0.626666666666667		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.210384013718e-05	1.210384013718e-05
219	219	m	1	0	7.5	15			9		0.5	1	0.5	1	2.5	5	11.25					1	1	0.68		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
220	219	m	1	0	7.5	15			6.6		0.5	1	0.5	1	2.5	5	11.25					1	1	0.528		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
100	191	mg/l	1	1.54	0.38	0.22			1.48		0.5	1	0.5	1	1.15333333333333	0.766666666666667	0.3					1	-1	0.0310344827586207		0.75	1	80	Phytoplankton - Coast	7.52997260745599e-05	7.52997260745599e-05
101	191	mg/l	1	1.22	0.31	0.17			0.84		0.5	1	0.5	1	0.916666666666667	0.613333333333333	0.24					1	-1	0.250549450549451		0.75	1	80	Phytoplankton - Coast	0.00015059945214912	0.00015059945214912
102	191	mg/l	1	1.54	0.38	0.22			0.87		0.5	1	0.5	1	1.15333333333333	0.766666666666667	0.3					1	-1	0.346551724137931		0.75	1	80	Phytoplankton - Coast	0.00015059945214912	0.00015059945214912
103	191	mg/l	1	1.54	0.38	0.22			1.11		0.5	1	0.5	1	1.15333333333333	0.766666666666667	0.3					1	-1	0.222413793103448		0.75	1	80	Phytoplankton - Coast	0.000301198904298239	0.000301198904298239
100	189	µg/l	1	11	2.6	1.6			7.75		0.5	1	0.5	1	8.2	5.4	2.1					1	-1	0.232142857142857		0.75	1	80	Phytoplankton - Coast	7.52997260745599e-05	7.52997260745599e-05
101	189	µg/l	1	8.5	1.9	1.1			4.4		0.5	1	0.5	1	6.3	4.1	1.5					1	-1	0.372727272727273		0.75	1	80	Phytoplankton - Coast	0.00015059945214912	0.00015059945214912
102	189	µg/l	1	11.5	2.8	1.6			10.5		0.5	1	0.5	1	8.6	5.7	2.2					1	-1	0.0689655172413793		0.75	1	80	Phytoplankton - Coast	0.00015059945214912	0.00015059945214912
103	189	µg/l	1	8.3	2	1.2			6.2		0.5	1	0.5	1	6.2	4.1	1.6					1	-1	0.2		0.75	1	80	Phytoplankton - Coast	0.000301198904298239	0.000301198904298239
215	189	mg/m3	1	15.2	3.7	2.5			4.34		0.5	1	0.5	1	11.3666666666667	7.53333333333333	3.1					1	-1	0.566608695652174		0.75	1	80	Phytoplankton - Coast	0.000145128568635119	0.000145128568635119
216	189	mg/m3	1	15.2	3.7	2.5			4.01		0.5	1	0.5	1	11.3666666666667	7.53333333333333	3.1					1	-1	0.583826086956522		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
217	189	mg/m3	1	10.9	2.7	1.8			4.95		0.5	1	0.5	1	8.16666666666667	5.43333333333333	2.25					1	-1	0.435365853658537		0.75	1	80	Phytoplankton - Coast	4.81803345266388e-05	4.81803345266388e-05
218	189	mg/m3	1	10.9	2.7	1.8			4.01		0.5	1	0.5	1	8.16666666666667	5.43333333333333	2.25					1	-1	0.504146341463415		0.75	1	80	Phytoplankton - Coast	4.841536054872e-05	4.841536054872e-05
219	189	mg/m3	1	10.9	2.7	1.8			3.96		0.5	1	0.5	1	8.16666666666667	5.43333333333333	2.25					1	-1	0.50780487804878		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
220	189	mg/m3	1	10.9	2.7	1.8			3.29		0.5	1	0.5	1	8.16666666666667	5.43333333333333	2.25					1	-1	0.556829268292683		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
215	199	m	1	0	2.5	5			2.125		0.5	1	0.5	1	0.833333333333333	1.66666666666667	3.75					1	1	0.51		0.75	1	95	Macrophytes - Infralittoral coarse sediment	3.62821421587798e-05	3.62821421587798e-05
216	199	m	1	0	2.5	5			4.72		0.5	1	0.5	1	0.833333333333333	1.66666666666667	3.75					1	1	0.9552		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.420768027436e-05	2.420768027436e-05
217	199	m	1	0	3.5	7			5.66666666666667		0.5	1	0.5	1	1.16666666666667	2.33333333333333	5.25					1	1	0.847619047619048		0.75	1	95	Macrophytes - Infralittoral coarse sediment	8.0300557544398e-06	8.0300557544398e-06
218	199	m	1	0	3.5	7			5.5		0.5	1	0.5	1	1.16666666666667	2.33333333333333	5.25					1	1	0.828571428571429		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.210384013718e-05	1.210384013718e-05
219	199	m	1	0	3.5	7			4.79833333333333		0.5	1	0.5	1	1.16666666666667	2.33333333333333	5.25					1	1	0.748380952380952		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
220	199	m	1	0	3.5	7			2.72		0.5	1	0.5	1	1.16666666666667	2.33333333333333	5.25					1	1	0.466285714285714		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
100	214	m	1	2	5	6			1.9		0.5	1	0.5	1	3	4	5.5					1	1	0		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.509990869152e-05	2.509990869152e-05
101	214	m	1	0.4	7	9			3.28		0.5	1	0.5	1	2.6	4.8	8					1	1	0.261818181818182		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
102	214	m	1	1.5	4.5	5.5			3.55		0.5	1	0.5	1	2.5	3.5	5					1	1	0.41		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
103	214	m	1	1	6	7			3.68		0.5	1	0.5	1	2.66666666666667	4.33333333333333	6.5					1	1	0.3216		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.00010039963476608	0.00010039963476608
100	214	m	1	0.8	4	4.4			1.5		0.5	1	0.5	1	1.86666666666667	2.93333333333333	4.2					1	1	0.13125		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.509990869152e-05	2.509990869152e-05
101	214	m	1	0	6.5	7.5			2		0.5	1	0.5	1	2.16666666666667	4.33333333333333	7					1	1	0.184615384615385		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
102	214	m	1	0.6	3.5	4.5			2.5		0.5	1	0.5	1	1.56666666666667	2.53333333333333	4					1	1	0.393103448275862		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
103	214	m	1	0.4	5	6			3.68		0.5	1	0.5	1	1.93333333333333	3.46666666666667	5.5					1	1	0.427826086956522		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.00010039963476608	0.00010039963476608
215	191	mg/l	1	2.78	0.67	0.45			0.585		0.5	1	0.5	1	2.07666666666667	1.37333333333333	0.56					1	-1	0.754545454545455		0.75	1	80	Phytoplankton - Coast	0.000145128568635119	0.000145128568635119
216	191	mg/l	1	2.78	0.67	0.45			0.814		0.5	1	0.5	1	2.07666666666667	1.37333333333333	0.56					1	-1	0.559052132701422		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
218	191	mg/l	1	1.68	0.42	0.28			0.771		0.5	1	0.5	1	1.26	0.84	0.35					1	-1	0.432857142857143		0.75	1	80	Phytoplankton - Coast	4.841536054872e-05	4.841536054872e-05
219	191	mg/l	1	1.68	0.42	0.28			0.622		0.5	1	0.5	1	1.26	0.84	0.35					1	-1	0.503809523809524		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
220	191	mg/l	1	1.68	0.42	0.28			0.623		0.5	1	0.5	1	1.26	0.84	0.35					1	-1	0.503333333333333		0.75	1	80	Phytoplankton - Coast	7.26230408230799e-05	7.26230408230799e-05
215	234	%	1	0	42.5	85			30.0466666666667		0.5	1	0.5	1	14.1666666666667	28.3333333333333	63.75					1	1	0.424188235294118		0.75	1	95	Macrophytes - Infralittoral coarse sediment	3.62821421587798e-05	3.62821421587798e-05
216	234	%	1	0	42.5	85			81.6433333333333		0.5	1	0.5	1	14.1666666666667	28.3333333333333	63.75					1	1	0.968407843137255		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.420768027436e-05	2.420768027436e-05
217	234	%	1	0	77.4	90			86.5866666666667		0.5	1	0.5	1	25.8	51.6	83.7					1	1	0.891640211640213		0.75	1	95	Macrophytes - Infralittoral coarse sediment	8.0300557544398e-06	8.0300557544398e-06
218	234	%	1	0	77.4	90			94		0.5	1	0.5	1	25.8	51.6	83.7					1	1	1		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.210384013718e-05	1.210384013718e-05
219	234	%	1	0	77.4	90			71.7433333333333		0.5	1	0.5	1	25.8	51.6	83.7					1	1	0.556149870801033		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
220	234	%	1	0	77.4	90			47.8		0.5	1	0.5	1	25.8	51.6	83.7					1	1	0.370542635658915		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
100	214	m	1	1	4.5	6.5			1.45		0.5	1	0.5	1	2.16666666666667	3.33333333333333	5.5					1	1	0.0771428571428572		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.509990869152e-05	2.509990869152e-05
101	214	m	1	1.8	7.3	10.5			3.47		0.5	1	0.5	1	3.63333333333333	5.46666666666667	8.9					1	1	0.182181818181818		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
102	214	m	1	1.1	4.5	6.3			1.7		0.5	1	0.5	1	2.23333333333333	3.36666666666667	5.4					1	1	0.105882352941176		0.75	1	95	Macrophytes - Infralittoral coarse sediment	5.01998173830401e-05	5.01998173830401e-05
103	214	m	1	1.2	5.5	7.9			3.7		0.5	1	0.5	1	2.63333333333333	4.06666666666667	6.7					1	1	0.348837209302326		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.00010039963476608	0.00010039963476608
215	214	m	1	0.8	3.6	4.8			2.8		0.5	1	0.5	1	1.73333333333333	2.66666666666667	4.2					1	1	0.428571428571429		0.75	1	95	Macrophytes - Infralittoral coarse sediment	3.62821421587798e-05	3.62821421587798e-05
218	214	m	1	1.4	4.5	6			3.6		0.5	1	0.5	1	2.43333333333333	3.46666666666667	5.25					1	1	0.425806451612903		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.210384013718e-05	1.210384013718e-05
219	214	m	1	1.4	4.5	6			4.54		0.5	1	0.5	1	2.43333333333333	3.46666666666667	5.25					1	1	0.610666666666667		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
220	214	m	1	1.4	4.5	6			4.75		0.5	1	0.5	1	2.43333333333333	3.46666666666667	5.25					1	1	0.666666666666667		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.815576020577e-05	1.815576020577e-05
215	127		1	0	0.5	1			0.580095		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.664076		0.75	1	93	Macrofauna - Circalittoral mud	0.000145128568635119	0.000145128568635119
216	127		1	0	0.5	1			0.614		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.6912		0.75	1	93	Macrofauna - Circalittoral mud	7.26230408230799e-05	7.26230408230799e-05
217	127		1	0	0.5	1			0.602333333333333		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.681866666666666		0.75	1	93	Macrofauna - Circalittoral mud	2.40901672633194e-05	2.40901672633194e-05
218	127		1	0	0.5	1			0.648		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.7184		0.75	1	93	Macrofauna - Circalittoral mud	4.841536054872e-05	4.841536054872e-05
219	127		1	0	0.5	1			0.475838333333333		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.571006		0.75	1	93	Macrofauna - Circalittoral mud	7.26230408230799e-05	7.26230408230799e-05
220	127		1	0	0.5	1			0.522666666666667		0.5	1	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.618133333333334		0.75	1	93	Macrofauna - Circalittoral mud	7.26230408230799e-05	7.26230408230799e-05
99	219	m	1	0	6	12			7.4		0.5	1	0.5	1	2	4	9					1	1	0.693333333333333		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.000230413636397822	0.000230413636397822
95	219	m	1	0	2.5	5			3.205		0.5	1	0.5	1	0.833333333333333	1.66666666666667	3.75					1	1	0.7128		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.04864349247415e-05	2.04864349247415e-05
159	191	mg/m3	1	590	320	211			124		0.5	1	0.5	1	500	410	265.5					1	-1	1		0.75	1	80	Phytoplankton - Coast	2.41401834264885e-05	2.41401834264885e-05
160	191	mg/m3	1	790	380	250			611		0.5	1	0.5	1	653.333333333333	516.666666666667	315					1	-1	0.261951219512195		0.75	1	80	Phytoplankton - Coast	2.41401834264885e-05	2.41401834264885e-05
161	191	mg/m3	1	790	380	250			374		0.5	1	0.5	1	653.333333333333	516.666666666667	315					1	-1	0.618461538461538		0.75	1	80	Phytoplankton - Coast	4.82181498853829e-05	4.82181498853829e-05
162	191	mg/m3	1	790	430	284			648		0.5	1	0.5	1	670	550	357					1	-1	0.236666666666667		0.75	1	80	Phytoplankton - Coast	9.64362997707658e-05	9.64362997707658e-05
160	127		1	0	4	14			4.5		0.5	1	0.5	1	1.33333333333333	2.66666666666667	9					1	1	0.62		0.75	1	93	Macrofauna - Circalittoral mud	2.41401834264885e-05	2.41401834264885e-05
161	127		1	0	4	14			5		0.5	1	0.5	1	1.33333333333333	2.66666666666667	9					1	1	0.64		0.75	1	93	Macrofauna - Circalittoral mud	4.82181498853829e-05	4.82181498853829e-05
162	127		1	0	4.5	15			6		0.5	0.5	0.5	1	1.5	3	9.75					1	1	0.657142857142857		0.625	1	93	Macrofauna - Circalittoral mud	9.64362997707658e-05	9.64362997707658e-05
99	189	mg/m3	1	12.4	3	2			4.34		0.5	0.5	0.5	1	9.26666666666667	6.13333333333333	2.5					1	-1	0.514468085106383		0.625	1	80	Phytoplankton - Coast	0.000921654545591288	0.000921654545591288
95	189	mg/m3	1	18.1	4.5	3			6.41		0.5	0.5	0.5	1	13.5666666666667	9.03333333333333	3.75					1	-1	0.515735294117647		0.625	1	80	Phytoplankton - Coast	6.14593047742246e-05	6.14593047742246e-05
159	189	µg/l	1	8.4	1.8	1.2			3.9		0.5	0.5	0.5	1	6.2	4	1.5					1	-1	0.409090909090909		0.625	1	80	Phytoplankton - Coast	2.41401834264885e-05	2.41401834264885e-05
160	189	µg/l	1	10.3	2.7	1.8			5.5		0.5	0.5	0.5	1	7.76666666666667	5.23333333333333	2.25					1	-1	0.378947368421053		0.625	1	80	Phytoplankton - Coast	2.41401834264885e-05	2.41401834264885e-05
161	189	µg/l	1	10.3	2.7	1.8			5.5		0.5	0.5	0.5	1	7.76666666666667	5.23333333333333	2.25					1	-1	0.378947368421053		0.625	1	80	Phytoplankton - Coast	4.82181498853829e-05	4.82181498853829e-05
162	189	µg/l	1	11.1	3	2			6		0.5	0.5	0.5	1	8.4	5.7	2.5					1	-1	0.377777777777778		0.625	1	80	Phytoplankton - Coast	9.64362997707658e-05	9.64362997707658e-05
99	199	m	1	0	2.5	5			2.215		0.5	1	0.5	1	0.833333333333333	1.66666666666667	3.75					1	1	0.5316		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.000230413636397822	0.000230413636397822
161	204	eqr	1	0.05	0.75	1			0.59		0.5	1	0.5	1	0.283333333333333	0.516666666666667	0.875					1	1	0.462857142857143		0.75	1	95	Macrophytes - Infralittoral coarse sediment	2.41090749426914e-05	2.41090749426914e-05
99	191	mg/l	1	1.33	0.33	0.22			0.328		0.5	1	0.5	1	0.996666666666667	0.663333333333333	0.275					1	-1	0.607272727272727		0.75	1	80	Phytoplankton - Coast	0.000921654545591288	0.000921654545591288
95	191	mg/l	1	1.33	0.33	0.22			0.311		0.5	1	0.5	1	0.996666666666667	0.663333333333333	0.275					1	-1	0.669090909090909		0.75	1	80	Phytoplankton - Coast	6.14593047742246e-05	6.14593047742246e-05
99	234	%	1	0	40	80			40		0.5	1	0.5	1	13.3333333333333	26.6666666666667	60					1	1	0.6		0.75	1	95	Macrophytes - Infralittoral coarse sediment	0.000230413636397822	0.000230413636397822
95	234	%	1	0	30	60			30		0.5	0.5	0.5	1	10	20	45					1	1	0.6		0.625	1	95	Macrophytes - Infralittoral coarse sediment	2.04864349247415e-05	2.04864349247415e-05
99	214	m	1	1.4	4.2	5.5			2.31		0.5	0.5	0.5	1	2.33333333333333	3.26666666666667	4.85					1	1	0.195		0.625	1	95	Macrophytes - Infralittoral coarse sediment	0.000230413636397822	0.000230413636397822
95	214	m	1	1	3.2	4.2			1.04		0.5	0.5	0.5	1	1.73333333333333	2.46666666666667	3.7					1	1	0.0109090909090909		0.625	1	95	Macrophytes - Infralittoral coarse sediment	2.04864349247415e-05	2.04864349247415e-05
159	214	m	1	1	4.5	7			4.5		0.5	0.5	0.5	1	2.16666666666667	3.33333333333333	5.75					1	1	0.6		0.625	1	95	Macrophytes - Infralittoral coarse sediment	4.82803668529769e-05	4.82803668529769e-05
160	214	m	1	1	4	6			2.9		0.5	0.5	0.5	1	2	3	5					1	1	0.38		0.625	1	95	Macrophytes - Infralittoral coarse sediment	2.41401834264885e-05	2.41401834264885e-05
161	214	m	1	1	4	6			3.1		0.5	0.5	0.5	1	2	3	5					1	1	0.42		0.625	1	95	Macrophytes - Infralittoral coarse sediment	2.41090749426914e-05	2.41090749426914e-05
162	214	m	1	0	3	5			2.6		0.5	0.5	0.5	1	1	2	4					1	1	0.52		0.625	1	95	Macrophytes - Infralittoral coarse sediment	9.64362997707658e-05	9.64362997707658e-05
99	127		1	0	0.5	1			0.5475		0.5	0.5	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.638		0.625	1	93	Macrofauna - Circalittoral mud	0.000921654545591288	0.000921654545591288
95	127		1	0	0.5	1			0.549943333333333		0.5	0.5	0.5	1	0.166666666666667	0.333333333333333	0.75					1	1	0.639954666666666		0.625	1	93	Macrofauna - Circalittoral mud	6.14593047742246e-05	6.14593047742246e-05
192	187	eqr	1	0	0.45	0.5			0.84		0.5	0.5	0.5	1	0.15	0.3	0.475					1	1	1		0.625	1	80	Phytoplankton - Coast	8.77117114406907e-05	8.77117114406907e-05
193	187	eqr	1	0	0.33	0.7			0.79		0.5	0.5	0.5	1	0.11	0.22	0.515					1	1	1		0.625	1	80	Phytoplankton - Coast	0.000131555815859932	0.000131555815859932
191	127	eqr	1	0	0.66	1			0.529		0.5	0.5	0.5	1	0.22	0.44	0.83					1	1	0.480909090909091		0.625	1	93	Macrofauna - Circalittoral mud	3.50776337956139e-05	3.50776337956139e-05
192	127	eqr	1	0	0.66	1			0.55		0.5	0.5	0.5	1	0.22	0.44	0.83					1	1	0.5		0.625	1	93	Macrofauna - Circalittoral mud	8.77117114406907e-05	8.77117114406907e-05
193	127	eqr	1	0	0.66	1			0.595		0.5	0.5	0.5	1	0.22	0.44	0.83					1	1	0.540909090909091		0.625	1	93	Macrofauna - Circalittoral mud	0.000131555815859932	0.000131555815859932
214	127	eqr	1	0	0.66	1			0.55		0.5	0.5	0.5	1	0.22	0.44	0.83					1	1	0.5		0.625	1	93	Macrofauna - Circalittoral mud	8.76647062362745e-06	8.76647062362745e-06
78	189		1	9.4	2.1	1.3			11.2636721946685		0.5	0.5	0.5	1	6.96666666666667	4.53333333333333	1.7					1	-1	0		0.625	1	80	Phytoplankton - Coast	2.72630185614151e-05	2.72630185614151e-05
80	189		1	0	3.6	2.2			14.1945050505051		0.5	0.5	0.5	1	1.2	2.4	2.9				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	2.72630185614151e-05	2.72630185614151e-05
82	189		1	0	7	4.2			8.6		0.5	0.5	0.5	1	2.33333333333333	4.66666666666667	5.6				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	1.36315092807076e-05	1.36315092807076e-05
83	189		1	0	7	4.2			65		0.5	0.5	0.5	1	2.33333333333333	4.66666666666667	5.6				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	1.36315092807076e-05	1.36315092807076e-05
84	189		1	0	1.6	1			1.47624929647613		0.5	0.5	0.5	1	0.533333333333333	1.06666666666667	1.3				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	0.000817420504798291	0.000817420504798291
87	189		1	0	2.1	1.3			2.75406100968243		0.5	0.5	0.5	1	0.7	1.4	1.7				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	3.40787732017689e-05	3.40787732017689e-05
89	189		1	0	3.6	2.2			3.70894184797738		0.5	0.5	0.5	1	1.2	2.4	2.9				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	0.000136315092807076	0.000136315092807076
90	189		1	0	3.6	2.2			5.03		0.5	0.5	0.5	1	1.2	2.4	2.9				Boundary values not monotonic	0	0			0.625	1	80	Phytoplankton - Coast	0.00027239515959207	0.00027239515959207
191	189	eqr	1	0	0.57	1.6			0.75		0.5	0.5	0.5	1	0.19	0.38	1.085					1	1	0.669902912621359		0.625	1	80	Phytoplankton - Coast	7.01552675912277e-05	7.01552675912277e-05
192	189	eqr	1	0	0.67	1			0.88		0.5	0.5	0.5	1	0.223333333333333	0.446666666666667	0.835					1	1	0.854545454545455		0.625	1	80	Phytoplankton - Coast	8.77117114406907e-05	8.77117114406907e-05
193	189	eqr	1	0	0.67	1			0.75		0.5	0.5	0.5	1	0.223333333333333	0.446666666666667	0.835					1	1	0.696969696969697		0.625	1	80	Phytoplankton - Coast	0.000131555815859932	0.000131555815859932
214	189	eqr	1	0	0.67	1.8			0.36		0.5	0.5	0.5	1	0.223333333333333	0.446666666666667	1.235					1	1	0.322388059701493		0.625	1	80	Phytoplankton - Coast	1.75329412472549e-05	1.75329412472549e-05
78	127		1	0	0.68	1			0.65		0.5	0.5	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.573529411764706		0.625	1	93	Macrofauna - Circalittoral mud	2.72630185614151e-05	2.72630185614151e-05
80	127		1	0	0.68	1			0.67		0.5	0.5	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.591176470588235		0.625	1	93	Macrofauna - Circalittoral mud	2.72630185614151e-05	2.72630185614151e-05
82	127		1	0	0.68	1			0.64		0.5	0.5	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.564705882352941		0.625	1	93	Macrofauna - Circalittoral mud	1.36315092807076e-05	1.36315092807076e-05
84	127		1	0	0.68	1			0.73		0.5	0.5	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.6625		0.625	1	93	Macrofauna - Circalittoral mud	0.000817420504798291	0.000817420504798291
87	127		1	0	0.68	1			0.44		0.5	0.5	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.388235294117647		0.625	1	93	Macrofauna - Circalittoral mud	3.40787732017689e-05	3.40787732017689e-05
89	127		1	0	0.68	1			0.61		0.5	1	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.538235294117647		0.75	1	93	Macrofauna - Circalittoral mud	0.000136315092807076	0.000136315092807076
90	127		1	0	0.68	1			0.49		0.5	1	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.432352941176471		0.75	1	93	Macrofauna - Circalittoral mud	0.00027239515959207	0.00027239515959207
91	127		1	0	0.68	1			0.71		0.5	1	0.5	1	0.226666666666667	0.453333333333333	0.84					1	1	0.6375		0.75	1	93	Macrofauna - Circalittoral mud	5.45260371228302e-05	5.45260371228302e-05
191	204	eqr	1	0	0.6	1			0.7		0.5	1	0.5	1	0.2	0.4	0.8					1	1	0.7		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.75388168978069e-05	1.75388168978069e-05
192	204	eqr	1	0	0.6	1			0.9		0.5	1	0.5	1	0.2	0.4	0.8					1	1	0.9		0.75	1	95	Macrophytes - Infralittoral coarse sediment	4.38558557203454e-05	4.38558557203454e-05
193	204	eqr	1	0	0.6	1			0.87		0.5	1	0.5	1	0.2	0.4	0.8					1	1	0.87		0.75	1	95	Macrophytes - Infralittoral coarse sediment	6.5777907929966e-05	6.5777907929966e-05
191	214	eqr	1	0	0.69	1			0.63		0.5	1	0.5	1	0.23	0.46	0.845					1	1	0.547826086956522		0.75	1	95	Macrophytes - Infralittoral coarse sediment	1.75388168978069e-05	1.75388168978069e-05
192	214	eqr	1	0	0.76	1			0.662		0.5	1	0.5	1	0.253333333333333	0.506666666666667	0.88					1	1	0.522631578947368		0.75	1	95	Macrophytes - Infralittoral coarse sediment	4.38558557203454e-05	4.38558557203454e-05
193	214	eqr	1	0	0.76	1			0.655		0.5	1	0.5	1	0.253333333333333	0.506666666666667	0.88					1	1	0.517105263157895		0.75	1	95	Macrophytes - Infralittoral coarse sediment	6.5777907929966e-05	6.5777907929966e-05
214	214	eqr	1	0	0.67	1			0.56		0.5	1	0.5	1	0.223333333333333	0.446666666666667	0.835					1	1	0.501492537313433		0.75	1	95	Macrophytes - Infralittoral coarse sediment	8.76647062362745e-06	8.76647062362745e-06
